date_sk,full_date,year,quarter,month_num,month_name,month_short,year_month,year_month_sort,week_num,day_num,day_name,is_weekend
20111120,2011-11-20,2011,4,11,November,Nov,2011-11,201111,46,20,Sunday,True
20111121,2011-11-21,2011,4,11,November,Nov,2011-11,201111,47,21,Monday,False
20111122,2011-11-22,2011,4,11,November,Nov,2011-11,201111,47,22,Tuesday,False
20111123,2011-11-23,2011,4,11,November,Nov,2011-11,201111,47,23,Wednesday,False
20111124,2011-11-24,2011,4,11,November,Nov,2011-11,201111,47,24,Thursday,False
20111125,2011-11-25,2011,4,11,November,Nov,2011-11,201111,47,25,Friday,False
20111126,2011-11-26,2011,4,11,November,Nov,2011-11,201111,47,26,Saturday,True
20111127,2011-11-27,2011,4,11,November,Nov,2011-11,201111,47,27,Sunday,True
20111128,2011-11-28,2011,4,11,November,Nov,2011-11,201111,48,28,Monday,False
20111129,2011-11-29,2011,4,11,November,Nov,2011-11,201111,48,29,Tuesday,False
20111130,2011-11-30,2011,4,11,November,Nov,2011-11,201111,48,30,Wednesday,False
20111201,2011-12-01,2011,4,12,December,Dec,2011-12,201112,48,1,Thursday,False
20111202,2011-12-02,2011,4,12,December,Dec,2011-12,201112,48,2,Friday,False
20111203,2011-12-03,2011,4,12,December,Dec,2011-12,201112,48,3,Saturday,True
20111204,2011-12-04,2011,4,12,December,Dec,2011-12,201112,48,4,Sunday,True
20111205,2011-12-05,2011,4,12,December,Dec,2011-12,201112,49,5,Monday,False
20111206,2011-12-06,2011,4,12,December,Dec,2011-12,201112,49,6,Tuesday,False
20111207,2011-12-07,2011,4,12,December,Dec,2011-12,201112,49,7,Wednesday,False
20111208,2011-12-08,2011,4,12,December,Dec,2011-12,201112,49,8,Thursday,False
20111209,2011-12-09,2011,4,12,December,Dec,2011-12,201112,49,9,Friday,False
20111210,2011-12-10,2011,4,12,December,Dec,2011-12,201112,49,10,Saturday,True
20111211,2011-12-11,2011,4,12,December,Dec,2011-12,201112,49,11,Sunday,True
20111212,2011-12-12,2011,4,12,December,Dec,2011-12,201112,50,12,Monday,False
20111213,2011-12-13,2011,4,12,December,Dec,2011-12,201112,50,13,Tuesday,False
20111214,2011-12-14,2011,4,12,December,Dec,2011-12,201112,50,14,Wednesday,False
20111215,2011-12-15,2011,4,12,December,Dec,2011-12,201112,50,15,Thursday,False
20111216,2011-12-16,2011,4,12,December,Dec,2011-12,201112,50,16,Friday,False
20111217,2011-12-17,2011,4,12,December,Dec,2011-12,201112,50,17,Saturday,True
20111218,2011-12-18,2011,4,12,December,Dec,2011-12,201112,50,18,Sunday,True
20111219,2011-12-19,2011,4,12,December,Dec,2011-12,201112,51,19,Monday,False
20111220,2011-12-20,2011,4,12,December,Dec,2011-12,201112,51,20,Tuesday,False
20111221,2011-12-21,2011,4,12,December,Dec,2011-12,201112,51,21,Wednesday,False
20111222,2011-12-22,2011,4,12,December,Dec,2011-12,201112,51,22,Thursday,False
20111223,2011-12-23,2011,4,12,December,Dec,2011-12,201112,51,23,Friday,False
20111224,2011-12-24,2011,4,12,December,Dec,2011-12,201112,51,24,Saturday,True
20111225,2011-12-25,2011,4,12,December,Dec,2011-12,201112,51,25,Sunday,True
20111226,2011-12-26,2011,4,12,December,Dec,2011-12,201112,52,26,Monday,False
20111227,2011-12-27,2011,4,12,December,Dec,2011-12,201112,52,27,Tuesday,False
20111228,2011-12-28,2011,4,12,December,Dec,2011-12,201112,52,28,Wednesday,False
20111229,2011-12-29,2011,4,12,December,Dec,2011-12,201112,52,29,Thursday,False
20111230,2011-12-30,2011,4,12,December,Dec,2011-12,201112,52,30,Friday,False
20111231,2011-12-31,2011,4,12,December,Dec,2011-12,201112,52,31,Saturday,True
20120101,2012-01-01,2012,1,1,January,Jan,2012-01,201201,52,1,Sunday,True
20120102,2012-01-02,2012,1,1,January,Jan,2012-01,201201,1,2,Monday,False
20120103,2012-01-03,2012,1,1,January,Jan,2012-01,201201,1,3,Tuesday,False
20120104,2012-01-04,2012,1,1,January,Jan,2012-01,201201,1,4,Wednesday,False
20120105,2012-01-05,2012,1,1,January,Jan,2012-01,201201,1,5,Thursday,False
20120106,2012-01-06,2012,1,1,January,Jan,2012-01,201201,1,6,Friday,False
20120107,2012-01-07,2012,1,1,January,Jan,2012-01,201201,1,7,Saturday,True
20120108,2012-01-08,2012,1,1,January,Jan,2012-01,201201,1,8,Sunday,True
20120109,2012-01-09,2012,1,1,January,Jan,2012-01,201201,2,9,Monday,False
20120110,2012-01-10,2012,1,1,January,Jan,2012-01,201201,2,10,Tuesday,False
20120111,2012-01-11,2012,1,1,January,Jan,2012-01,201201,2,11,Wednesday,False
20120112,2012-01-12,2012,1,1,January,Jan,2012-01,201201,2,12,Thursday,False
20120113,2012-01-13,2012,1,1,January,Jan,2012-01,201201,2,13,Friday,False
20120114,2012-01-14,2012,1,1,January,Jan,2012-01,201201,2,14,Saturday,True
20120115,2012-01-15,2012,1,1,January,Jan,2012-01,201201,2,15,Sunday,True
20120116,2012-01-16,2012,1,1,January,Jan,2012-01,201201,3,16,Monday,False
20120117,2012-01-17,2012,1,1,January,Jan,2012-01,201201,3,17,Tuesday,False
20120118,2012-01-18,2012,1,1,January,Jan,2012-01,201201,3,18,Wednesday,False
20120119,2012-01-19,2012,1,1,January,Jan,2012-01,201201,3,19,Thursday,False
20120120,2012-01-20,2012,1,1,January,Jan,2012-01,201201,3,20,Friday,False
20120121,2012-01-21,2012,1,1,January,Jan,2012-01,201201,3,21,Saturday,True
20120122,2012-01-22,2012,1,1,January,Jan,2012-01,201201,3,22,Sunday,True
20120123,2012-01-23,2012,1,1,January,Jan,2012-01,201201,4,23,Monday,False
20120124,2012-01-24,2012,1,1,January,Jan,2012-01,201201,4,24,Tuesday,False
20120125,2012-01-25,2012,1,1,January,Jan,2012-01,201201,4,25,Wednesday,False
20120126,2012-01-26,2012,1,1,January,Jan,2012-01,201201,4,26,Thursday,False
20120127,2012-01-27,2012,1,1,January,Jan,2012-01,201201,4,27,Friday,False
20120128,2012-01-28,2012,1,1,January,Jan,2012-01,201201,4,28,Saturday,True
20120129,2012-01-29,2012,1,1,January,Jan,2012-01,201201,4,29,Sunday,True
20120130,2012-01-30,2012,1,1,January,Jan,2012-01,201201,5,30,Monday,False
20120131,2012-01-31,2012,1,1,January,Jan,2012-01,201201,5,31,Tuesday,False
20120201,2012-02-01,2012,1,2,February,Feb,2012-02,201202,5,1,Wednesday,False
20120202,2012-02-02,2012,1,2,February,Feb,2012-02,201202,5,2,Thursday,False
20120203,2012-02-03,2012,1,2,February,Feb,2012-02,201202,5,3,Friday,False
20120204,2012-02-04,2012,1,2,February,Feb,2012-02,201202,5,4,Saturday,True
20120205,2012-02-05,2012,1,2,February,Feb,2012-02,201202,5,5,Sunday,True
20120206,2012-02-06,2012,1,2,February,Feb,2012-02,201202,6,6,Monday,False
20120207,2012-02-07,2012,1,2,February,Feb,2012-02,201202,6,7,Tuesday,False
20120208,2012-02-08,2012,1,2,February,Feb,2012-02,201202,6,8,Wednesday,False
20120209,2012-02-09,2012,1,2,February,Feb,2012-02,201202,6,9,Thursday,False
20120210,2012-02-10,2012,1,2,February,Feb,2012-02,201202,6,10,Friday,False
20120211,2012-02-11,2012,1,2,February,Feb,2012-02,201202,6,11,Saturday,True
20120212,2012-02-12,2012,1,2,February,Feb,2012-02,201202,6,12,Sunday,True
20120213,2012-02-13,2012,1,2,February,Feb,2012-02,201202,7,13,Monday,False
20120214,2012-02-14,2012,1,2,February,Feb,2012-02,201202,7,14,Tuesday,False
20120215,2012-02-15,2012,1,2,February,Feb,2012-02,201202,7,15,Wednesday,False
20120216,2012-02-16,2012,1,2,February,Feb,2012-02,201202,7,16,Thursday,False
20120217,2012-02-17,2012,1,2,February,Feb,2012-02,201202,7,17,Friday,False
20120218,2012-02-18,2012,1,2,February,Feb,2012-02,201202,7,18,Saturday,True
20120219,2012-02-19,2012,1,2,February,Feb,2012-02,201202,7,19,Sunday,True
20120220,2012-02-20,2012,1,2,February,Feb,2012-02,201202,8,20,Monday,False
20120221,2012-02-21,2012,1,2,February,Feb,2012-02,201202,8,21,Tuesday,False
20120222,2012-02-22,2012,1,2,February,Feb,2012-02,201202,8,22,Wednesday,False
20120223,2012-02-23,2012,1,2,February,Feb,2012-02,201202,8,23,Thursday,False
20120224,2012-02-24,2012,1,2,February,Feb,2012-02,201202,8,24,Friday,False
20120225,2012-02-25,2012,1,2,February,Feb,2012-02,201202,8,25,Saturday,True
20120226,2012-02-26,2012,1,2,February,Feb,2012-02,201202,8,26,Sunday,True
20120227,2012-02-27,2012,1,2,February,Feb,2012-02,201202,9,27,Monday,False
20120228,2012-02-28,2012,1,2,February,Feb,2012-02,201202,9,28,Tuesday,False
20120229,2012-02-29,2012,1,2,February,Feb,2012-02,201202,9,29,Wednesday,False
20120301,2012-03-01,2012,1,3,March,Mar,2012-03,201203,9,1,Thursday,False
20120302,2012-03-02,2012,1,3,March,Mar,2012-03,201203,9,2,Friday,False
20120303,2012-03-03,2012,1,3,March,Mar,2012-03,201203,9,3,Saturday,True
20120304,2012-03-04,2012,1,3,March,Mar,2012-03,201203,9,4,Sunday,True
20120305,2012-03-05,2012,1,3,March,Mar,2012-03,201203,10,5,Monday,False
20120306,2012-03-06,2012,1,3,March,Mar,2012-03,201203,10,6,Tuesday,False
20120307,2012-03-07,2012,1,3,March,Mar,2012-03,201203,10,7,Wednesday,False
20120308,2012-03-08,2012,1,3,March,Mar,2012-03,201203,10,8,Thursday,False
20120309,2012-03-09,2012,1,3,March,Mar,2012-03,201203,10,9,Friday,False
20120310,2012-03-10,2012,1,3,March,Mar,2012-03,201203,10,10,Saturday,True
20120311,2012-03-11,2012,1,3,March,Mar,2012-03,201203,10,11,Sunday,True
20120312,2012-03-12,2012,1,3,March,Mar,2012-03,201203,11,12,Monday,False
20120313,2012-03-13,2012,1,3,March,Mar,2012-03,201203,11,13,Tuesday,False
20120314,2012-03-14,2012,1,3,March,Mar,2012-03,201203,11,14,Wednesday,False
20120315,2012-03-15,2012,1,3,March,Mar,2012-03,201203,11,15,Thursday,False
20120316,2012-03-16,2012,1,3,March,Mar,2012-03,201203,11,16,Friday,False
20120317,2012-03-17,2012,1,3,March,Mar,2012-03,201203,11,17,Saturday,True
20120318,2012-03-18,2012,1,3,March,Mar,2012-03,201203,11,18,Sunday,True
20120319,2012-03-19,2012,1,3,March,Mar,2012-03,201203,12,19,Monday,False
20120320,2012-03-20,2012,1,3,March,Mar,2012-03,201203,12,20,Tuesday,False
20120321,2012-03-21,2012,1,3,March,Mar,2012-03,201203,12,21,Wednesday,False
20120322,2012-03-22,2012,1,3,March,Mar,2012-03,201203,12,22,Thursday,False
20120323,2012-03-23,2012,1,3,March,Mar,2012-03,201203,12,23,Friday,False
20120324,2012-03-24,2012,1,3,March,Mar,2012-03,201203,12,24,Saturday,True
20120325,2012-03-25,2012,1,3,March,Mar,2012-03,201203,12,25,Sunday,True
20120326,2012-03-26,2012,1,3,March,Mar,2012-03,201203,13,26,Monday,False
20120327,2012-03-27,2012,1,3,March,Mar,2012-03,201203,13,27,Tuesday,False
20120328,2012-03-28,2012,1,3,March,Mar,2012-03,201203,13,28,Wednesday,False
20120329,2012-03-29,2012,1,3,March,Mar,2012-03,201203,13,29,Thursday,False
20120330,2012-03-30,2012,1,3,March,Mar,2012-03,201203,13,30,Friday,False
20120331,2012-03-31,2012,1,3,March,Mar,2012-03,201203,13,31,Saturday,True
20120401,2012-04-01,2012,2,4,April,Apr,2012-04,201204,13,1,Sunday,True
20120402,2012-04-02,2012,2,4,April,Apr,2012-04,201204,14,2,Monday,False
20120403,2012-04-03,2012,2,4,April,Apr,2012-04,201204,14,3,Tuesday,False
20120404,2012-04-04,2012,2,4,April,Apr,2012-04,201204,14,4,Wednesday,False
20120405,2012-04-05,2012,2,4,April,Apr,2012-04,201204,14,5,Thursday,False
20120406,2012-04-06,2012,2,4,April,Apr,2012-04,201204,14,6,Friday,False
20120407,2012-04-07,2012,2,4,April,Apr,2012-04,201204,14,7,Saturday,True
20120408,2012-04-08,2012,2,4,April,Apr,2012-04,201204,14,8,Sunday,True
20120409,2012-04-09,2012,2,4,April,Apr,2012-04,201204,15,9,Monday,False
20120410,2012-04-10,2012,2,4,April,Apr,2012-04,201204,15,10,Tuesday,False
20120411,2012-04-11,2012,2,4,April,Apr,2012-04,201204,15,11,Wednesday,False
20120412,2012-04-12,2012,2,4,April,Apr,2012-04,201204,15,12,Thursday,False
20120413,2012-04-13,2012,2,4,April,Apr,2012-04,201204,15,13,Friday,False
20120414,2012-04-14,2012,2,4,April,Apr,2012-04,201204,15,14,Saturday,True
20120415,2012-04-15,2012,2,4,April,Apr,2012-04,201204,15,15,Sunday,True
20120416,2012-04-16,2012,2,4,April,Apr,2012-04,201204,16,16,Monday,False
20120417,2012-04-17,2012,2,4,April,Apr,2012-04,201204,16,17,Tuesday,False
20120418,2012-04-18,2012,2,4,April,Apr,2012-04,201204,16,18,Wednesday,False
20120419,2012-04-19,2012,2,4,April,Apr,2012-04,201204,16,19,Thursday,False
20120420,2012-04-20,2012,2,4,April,Apr,2012-04,201204,16,20,Friday,False
20120421,2012-04-21,2012,2,4,April,Apr,2012-04,201204,16,21,Saturday,True
20120422,2012-04-22,2012,2,4,April,Apr,2012-04,201204,16,22,Sunday,True
20120423,2012-04-23,2012,2,4,April,Apr,2012-04,201204,17,23,Monday,False
20120424,2012-04-24,2012,2,4,April,Apr,2012-04,201204,17,24,Tuesday,False
20120425,2012-04-25,2012,2,4,April,Apr,2012-04,201204,17,25,Wednesday,False
20120426,2012-04-26,2012,2,4,April,Apr,2012-04,201204,17,26,Thursday,False
20120427,2012-04-27,2012,2,4,April,Apr,2012-04,201204,17,27,Friday,False
20120428,2012-04-28,2012,2,4,April,Apr,2012-04,201204,17,28,Saturday,True
20120429,2012-04-29,2012,2,4,April,Apr,2012-04,201204,17,29,Sunday,True
20120430,2012-04-30,2012,2,4,April,Apr,2012-04,201204,18,30,Monday,False
20120501,2012-05-01,2012,2,5,May,May,2012-05,201205,18,1,Tuesday,False
20120502,2012-05-02,2012,2,5,May,May,2012-05,201205,18,2,Wednesday,False
20120503,2012-05-03,2012,2,5,May,May,2012-05,201205,18,3,Thursday,False
20120504,2012-05-04,2012,2,5,May,May,2012-05,201205,18,4,Friday,False
20120505,2012-05-05,2012,2,5,May,May,2012-05,201205,18,5,Saturday,True
20120506,2012-05-06,2012,2,5,May,May,2012-05,201205,18,6,Sunday,True
20120507,2012-05-07,2012,2,5,May,May,2012-05,201205,19,7,Monday,False
20120508,2012-05-08,2012,2,5,May,May,2012-05,201205,19,8,Tuesday,False
20120509,2012-05-09,2012,2,5,May,May,2012-05,201205,19,9,Wednesday,False
20120510,2012-05-10,2012,2,5,May,May,2012-05,201205,19,10,Thursday,False
20120511,2012-05-11,2012,2,5,May,May,2012-05,201205,19,11,Friday,False
20120512,2012-05-12,2012,2,5,May,May,2012-05,201205,19,12,Saturday,True
20120513,2012-05-13,2012,2,5,May,May,2012-05,201205,19,13,Sunday,True
20120514,2012-05-14,2012,2,5,May,May,2012-05,201205,20,14,Monday,False
20120515,2012-05-15,2012,2,5,May,May,2012-05,201205,20,15,Tuesday,False
20120516,2012-05-16,2012,2,5,May,May,2012-05,201205,20,16,Wednesday,False
20120517,2012-05-17,2012,2,5,May,May,2012-05,201205,20,17,Thursday,False
20120518,2012-05-18,2012,2,5,May,May,2012-05,201205,20,18,Friday,False
20120519,2012-05-19,2012,2,5,May,May,2012-05,201205,20,19,Saturday,True
20120520,2012-05-20,2012,2,5,May,May,2012-05,201205,20,20,Sunday,True
20120521,2012-05-21,2012,2,5,May,May,2012-05,201205,21,21,Monday,False
20120522,2012-05-22,2012,2,5,May,May,2012-05,201205,21,22,Tuesday,False
20120523,2012-05-23,2012,2,5,May,May,2012-05,201205,21,23,Wednesday,False
20120524,2012-05-24,2012,2,5,May,May,2012-05,201205,21,24,Thursday,False
20120525,2012-05-25,2012,2,5,May,May,2012-05,201205,21,25,Friday,False
20120526,2012-05-26,2012,2,5,May,May,2012-05,201205,21,26,Saturday,True
20120527,2012-05-27,2012,2,5,May,May,2012-05,201205,21,27,Sunday,True
20120528,2012-05-28,2012,2,5,May,May,2012-05,201205,22,28,Monday,False
20120529,2012-05-29,2012,2,5,May,May,2012-05,201205,22,29,Tuesday,False
20120530,2012-05-30,2012,2,5,May,May,2012-05,201205,22,30,Wednesday,False
20120531,2012-05-31,2012,2,5,May,May,2012-05,201205,22,31,Thursday,False
20120601,2012-06-01,2012,2,6,June,Jun,2012-06,201206,22,1,Friday,False
20120602,2012-06-02,2012,2,6,June,Jun,2012-06,201206,22,2,Saturday,True
20120603,2012-06-03,2012,2,6,June,Jun,2012-06,201206,22,3,Sunday,True
20120604,2012-06-04,2012,2,6,June,Jun,2012-06,201206,23,4,Monday,False
20120605,2012-06-05,2012,2,6,June,Jun,2012-06,201206,23,5,Tuesday,False
20120606,2012-06-06,2012,2,6,June,Jun,2012-06,201206,23,6,Wednesday,False
20120607,2012-06-07,2012,2,6,June,Jun,2012-06,201206,23,7,Thursday,False
20120608,2012-06-08,2012,2,6,June,Jun,2012-06,201206,23,8,Friday,False
20120609,2012-06-09,2012,2,6,June,Jun,2012-06,201206,23,9,Saturday,True
20120610,2012-06-10,2012,2,6,June,Jun,2012-06,201206,23,10,Sunday,True
20120611,2012-06-11,2012,2,6,June,Jun,2012-06,201206,24,11,Monday,False
20120612,2012-06-12,2012,2,6,June,Jun,2012-06,201206,24,12,Tuesday,False
20120613,2012-06-13,2012,2,6,June,Jun,2012-06,201206,24,13,Wednesday,False
20120614,2012-06-14,2012,2,6,June,Jun,2012-06,201206,24,14,Thursday,False
20120615,2012-06-15,2012,2,6,June,Jun,2012-06,201206,24,15,Friday,False
20120616,2012-06-16,2012,2,6,June,Jun,2012-06,201206,24,16,Saturday,True
20120617,2012-06-17,2012,2,6,June,Jun,2012-06,201206,24,17,Sunday,True
20120618,2012-06-18,2012,2,6,June,Jun,2012-06,201206,25,18,Monday,False
20120619,2012-06-19,2012,2,6,June,Jun,2012-06,201206,25,19,Tuesday,False
20120620,2012-06-20,2012,2,6,June,Jun,2012-06,201206,25,20,Wednesday,False
20120621,2012-06-21,2012,2,6,June,Jun,2012-06,201206,25,21,Thursday,False
20120622,2012-06-22,2012,2,6,June,Jun,2012-06,201206,25,22,Friday,False
20120623,2012-06-23,2012,2,6,June,Jun,2012-06,201206,25,23,Saturday,True
20120624,2012-06-24,2012,2,6,June,Jun,2012-06,201206,25,24,Sunday,True
20120625,2012-06-25,2012,2,6,June,Jun,2012-06,201206,26,25,Monday,False
20120626,2012-06-26,2012,2,6,June,Jun,2012-06,201206,26,26,Tuesday,False
20120627,2012-06-27,2012,2,6,June,Jun,2012-06,201206,26,27,Wednesday,False
20120628,2012-06-28,2012,2,6,June,Jun,2012-06,201206,26,28,Thursday,False
20120629,2012-06-29,2012,2,6,June,Jun,2012-06,201206,26,29,Friday,False
20120630,2012-06-30,2012,2,6,June,Jun,2012-06,201206,26,30,Saturday,True
20120701,2012-07-01,2012,3,7,July,Jul,2012-07,201207,26,1,Sunday,True
20120702,2012-07-02,2012,3,7,July,Jul,2012-07,201207,27,2,Monday,False
20120703,2012-07-03,2012,3,7,July,Jul,2012-07,201207,27,3,Tuesday,False
20120704,2012-07-04,2012,3,7,July,Jul,2012-07,201207,27,4,Wednesday,False
20120705,2012-07-05,2012,3,7,July,Jul,2012-07,201207,27,5,Thursday,False
20120706,2012-07-06,2012,3,7,July,Jul,2012-07,201207,27,6,Friday,False
20120707,2012-07-07,2012,3,7,July,Jul,2012-07,201207,27,7,Saturday,True
20120708,2012-07-08,2012,3,7,July,Jul,2012-07,201207,27,8,Sunday,True
20120709,2012-07-09,2012,3,7,July,Jul,2012-07,201207,28,9,Monday,False
20120710,2012-07-10,2012,3,7,July,Jul,2012-07,201207,28,10,Tuesday,False
20120711,2012-07-11,2012,3,7,July,Jul,2012-07,201207,28,11,Wednesday,False
20120712,2012-07-12,2012,3,7,July,Jul,2012-07,201207,28,12,Thursday,False
20120713,2012-07-13,2012,3,7,July,Jul,2012-07,201207,28,13,Friday,False
20120714,2012-07-14,2012,3,7,July,Jul,2012-07,201207,28,14,Saturday,True
20120715,2012-07-15,2012,3,7,July,Jul,2012-07,201207,28,15,Sunday,True
20120716,2012-07-16,2012,3,7,July,Jul,2012-07,201207,29,16,Monday,False
20120717,2012-07-17,2012,3,7,July,Jul,2012-07,201207,29,17,Tuesday,False
20120718,2012-07-18,2012,3,7,July,Jul,2012-07,201207,29,18,Wednesday,False
20120719,2012-07-19,2012,3,7,July,Jul,2012-07,201207,29,19,Thursday,False
20120720,2012-07-20,2012,3,7,July,Jul,2012-07,201207,29,20,Friday,False
20120721,2012-07-21,2012,3,7,July,Jul,2012-07,201207,29,21,Saturday,True
20120722,2012-07-22,2012,3,7,July,Jul,2012-07,201207,29,22,Sunday,True
20120723,2012-07-23,2012,3,7,July,Jul,2012-07,201207,30,23,Monday,False
20120724,2012-07-24,2012,3,7,July,Jul,2012-07,201207,30,24,Tuesday,False
20120725,2012-07-25,2012,3,7,July,Jul,2012-07,201207,30,25,Wednesday,False
20120726,2012-07-26,2012,3,7,July,Jul,2012-07,201207,30,26,Thursday,False
20120727,2012-07-27,2012,3,7,July,Jul,2012-07,201207,30,27,Friday,False
20120728,2012-07-28,2012,3,7,July,Jul,2012-07,201207,30,28,Saturday,True
20120729,2012-07-29,2012,3,7,July,Jul,2012-07,201207,30,29,Sunday,True
20120730,2012-07-30,2012,3,7,July,Jul,2012-07,201207,31,30,Monday,False
20120731,2012-07-31,2012,3,7,July,Jul,2012-07,201207,31,31,Tuesday,False
20120801,2012-08-01,2012,3,8,August,Aug,2012-08,201208,31,1,Wednesday,False
20120802,2012-08-02,2012,3,8,August,Aug,2012-08,201208,31,2,Thursday,False
20120803,2012-08-03,2012,3,8,August,Aug,2012-08,201208,31,3,Friday,False
20120804,2012-08-04,2012,3,8,August,Aug,2012-08,201208,31,4,Saturday,True
20120805,2012-08-05,2012,3,8,August,Aug,2012-08,201208,31,5,Sunday,True
20120806,2012-08-06,2012,3,8,August,Aug,2012-08,201208,32,6,Monday,False
20120807,2012-08-07,2012,3,8,August,Aug,2012-08,201208,32,7,Tuesday,False
20120808,2012-08-08,2012,3,8,August,Aug,2012-08,201208,32,8,Wednesday,False
20120809,2012-08-09,2012,3,8,August,Aug,2012-08,201208,32,9,Thursday,False
20120810,2012-08-10,2012,3,8,August,Aug,2012-08,201208,32,10,Friday,False
20120811,2012-08-11,2012,3,8,August,Aug,2012-08,201208,32,11,Saturday,True
20120812,2012-08-12,2012,3,8,August,Aug,2012-08,201208,32,12,Sunday,True
20120813,2012-08-13,2012,3,8,August,Aug,2012-08,201208,33,13,Monday,False
20120814,2012-08-14,2012,3,8,August,Aug,2012-08,201208,33,14,Tuesday,False
20120815,2012-08-15,2012,3,8,August,Aug,2012-08,201208,33,15,Wednesday,False
20120816,2012-08-16,2012,3,8,August,Aug,2012-08,201208,33,16,Thursday,False
20120817,2012-08-17,2012,3,8,August,Aug,2012-08,201208,33,17,Friday,False
20120818,2012-08-18,2012,3,8,August,Aug,2012-08,201208,33,18,Saturday,True
20120819,2012-08-19,2012,3,8,August,Aug,2012-08,201208,33,19,Sunday,True
20120820,2012-08-20,2012,3,8,August,Aug,2012-08,201208,34,20,Monday,False
20120821,2012-08-21,2012,3,8,August,Aug,2012-08,201208,34,21,Tuesday,False
20120822,2012-08-22,2012,3,8,August,Aug,2012-08,201208,34,22,Wednesday,False
20120823,2012-08-23,2012,3,8,August,Aug,2012-08,201208,34,23,Thursday,False
20120824,2012-08-24,2012,3,8,August,Aug,2012-08,201208,34,24,Friday,False
20120825,2012-08-25,2012,3,8,August,Aug,2012-08,201208,34,25,Saturday,True
20120826,2012-08-26,2012,3,8,August,Aug,2012-08,201208,34,26,Sunday,True
20120827,2012-08-27,2012,3,8,August,Aug,2012-08,201208,35,27,Monday,False
20120828,2012-08-28,2012,3,8,August,Aug,2012-08,201208,35,28,Tuesday,False
20120829,2012-08-29,2012,3,8,August,Aug,2012-08,201208,35,29,Wednesday,False
20120830,2012-08-30,2012,3,8,August,Aug,2012-08,201208,35,30,Thursday,False
20120831,2012-08-31,2012,3,8,August,Aug,2012-08,201208,35,31,Friday,False
20120901,2012-09-01,2012,3,9,September,Sep,2012-09,201209,35,1,Saturday,True
20120902,2012-09-02,2012,3,9,September,Sep,2012-09,201209,35,2,Sunday,True
20120903,2012-09-03,2012,3,9,September,Sep,2012-09,201209,36,3,Monday,False
20120904,2012-09-04,2012,3,9,September,Sep,2012-09,201209,36,4,Tuesday,False
20120905,2012-09-05,2012,3,9,September,Sep,2012-09,201209,36,5,Wednesday,False
20120906,2012-09-06,2012,3,9,September,Sep,2012-09,201209,36,6,Thursday,False
20120907,2012-09-07,2012,3,9,September,Sep,2012-09,201209,36,7,Friday,False
20120908,2012-09-08,2012,3,9,September,Sep,2012-09,201209,36,8,Saturday,True
20120909,2012-09-09,2012,3,9,September,Sep,2012-09,201209,36,9,Sunday,True
20120910,2012-09-10,2012,3,9,September,Sep,2012-09,201209,37,10,Monday,False
20120911,2012-09-11,2012,3,9,September,Sep,2012-09,201209,37,11,Tuesday,False
20120912,2012-09-12,2012,3,9,September,Sep,2012-09,201209,37,12,Wednesday,False
20120913,2012-09-13,2012,3,9,September,Sep,2012-09,201209,37,13,Thursday,False
20120914,2012-09-14,2012,3,9,September,Sep,2012-09,201209,37,14,Friday,False
20120915,2012-09-15,2012,3,9,September,Sep,2012-09,201209,37,15,Saturday,True
20120916,2012-09-16,2012,3,9,September,Sep,2012-09,201209,37,16,Sunday,True
20120917,2012-09-17,2012,3,9,September,Sep,2012-09,201209,38,17,Monday,False
20120918,2012-09-18,2012,3,9,September,Sep,2012-09,201209,38,18,Tuesday,False
20120919,2012-09-19,2012,3,9,September,Sep,2012-09,201209,38,19,Wednesday,False
20120920,2012-09-20,2012,3,9,September,Sep,2012-09,201209,38,20,Thursday,False
20120921,2012-09-21,2012,3,9,September,Sep,2012-09,201209,38,21,Friday,False
20120922,2012-09-22,2012,3,9,September,Sep,2012-09,201209,38,22,Saturday,True
20120923,2012-09-23,2012,3,9,September,Sep,2012-09,201209,38,23,Sunday,True
20120924,2012-09-24,2012,3,9,September,Sep,2012-09,201209,39,24,Monday,False
20120925,2012-09-25,2012,3,9,September,Sep,2012-09,201209,39,25,Tuesday,False
20120926,2012-09-26,2012,3,9,September,Sep,2012-09,201209,39,26,Wednesday,False
20120927,2012-09-27,2012,3,9,September,Sep,2012-09,201209,39,27,Thursday,False
20120928,2012-09-28,2012,3,9,September,Sep,2012-09,201209,39,28,Friday,False
20120929,2012-09-29,2012,3,9,September,Sep,2012-09,201209,39,29,Saturday,True
20120930,2012-09-30,2012,3,9,September,Sep,2012-09,201209,39,30,Sunday,True
20121001,2012-10-01,2012,4,10,October,Oct,2012-10,201210,40,1,Monday,False
20121002,2012-10-02,2012,4,10,October,Oct,2012-10,201210,40,2,Tuesday,False
20121003,2012-10-03,2012,4,10,October,Oct,2012-10,201210,40,3,Wednesday,False
20121004,2012-10-04,2012,4,10,October,Oct,2012-10,201210,40,4,Thursday,False
20121005,2012-10-05,2012,4,10,October,Oct,2012-10,201210,40,5,Friday,False
20121006,2012-10-06,2012,4,10,October,Oct,2012-10,201210,40,6,Saturday,True
20121007,2012-10-07,2012,4,10,October,Oct,2012-10,201210,40,7,Sunday,True
20121008,2012-10-08,2012,4,10,October,Oct,2012-10,201210,41,8,Monday,False
20121009,2012-10-09,2012,4,10,October,Oct,2012-10,201210,41,9,Tuesday,False
